"filename", "language", "JSON with Comments", "TypeScript", "JSON", "Properties", "Markdown", "XML", "TypeScript JSX", "Prisma", "SQL", "CSS", "JavaScript", "comment", "blank", "total"
"f:\__Projects__\geo-fonf\public\next.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"f:\__Projects__\geo-fonf\public\thirteen.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"f:\__Projects__\geo-fonf\public\vercel.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"f:\__Projects__\geo-fonf\styles\globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\__Projects__\geo-fonf\styles\themes\light-theme-options.ts", "TypeScript", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 118
"f:\__Projects__\geo-fonf\tsconfig.json", "JSON with Comments", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"f:\__Projects__\geo-fonf\utility\assertContext.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"f:\__Projects__\geo-fonf\utility\createEmotionCache.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"f:\__Projects__\geo-fonf\utility\image-util.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"f:\__Projects__\geo-fonf\utility\normalize.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"f:\__Projects__\geo-fonf\utility\validation\isEmail.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"Total", "-", 23, 8817, 14774, 1, 20, 3, 10952, 207, 111, 0, 13, 424, 1607, 36952
